video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count
KkREBvB4moQ,bouncing on trampoline,33,43,40.866667,43,2
LCU6zeShXWo,bouncing on trampoline,13,23,13,23,5
L2izDxTrZfQ,bouncing on trampoline,194,204,194,198.771438,4
MqOk0Yf9lhQ,bouncing on trampoline,0,10,6.37304,9.976643,4
M8N0F2a85D8,bouncing on trampoline,58,68,58,68,10
M8uK-JYQ-VI,bouncing on trampoline,0,10,7.466667,8.533333,2
NBuZrEx4j6Q,bouncing on trampoline,0,10,1.866667,10,9
NIbtZrwuS-U,bouncing on trampoline,6,16,6.64,16,8
NrCkx10n0lo,bouncing on trampoline,71,81,71.089123,80.446994,10
OZqd_O_EFgc,bouncing on trampoline,2,12,2,4.6,3
OZqd_O_EFgc,bouncing on trampoline,2,12,9.8,11.8,2
Ou5jPsAf2iQ,bouncing on trampoline,83,93,83,87.070738,4
Ou5jPsAf2iQ,bouncing on trampoline,83,93,90.340674,92.976643,3
O0SrPRWSwBQ,bouncing on trampoline,31,41,32,34.7,3
O0SrPRWSwBQ,bouncing on trampoline,31,41,35.5,41,5
S1IsjZNLrPA,bouncing on trampoline,29,39,30.433333,33.033333,4
S1IsjZNLrPA,bouncing on trampoline,29,39,35.316666,36.816666,2
ThV7IOTf2rg,bouncing on trampoline,0,10,0,2.8,2
WTBWsFu40Xs,bouncing on trampoline,170,180,170,172.866667,3
WhA18ixYe8M,bouncing on trampoline,18,28,22.4,28,3
YATvp0D4gf4,bouncing on trampoline,0,10,0,7.507508,14
aR2YoXglk1I,bouncing on trampoline,2,12,2,12,21
a-HHC4J7u-A,bouncing on trampoline,37,47,37,47,16
b2-WjnAKFVk,bouncing on trampoline,113,123,113,121.034482,10
cdJLurktvOI,bouncing on trampoline,0,10,0,1.533333,2
cgsxe9BvHj0,bouncing on trampoline,470,480,471.1,476.033333,6
c1a7NAaiufo,bouncing on trampoline,0,10,0,9.976643,10
d9qX3QKIGE8,bouncing on trampoline,0,10,7.207207,8.241575,2
eh6Nu_mwT2k,bouncing on trampoline,72,82,80.6,82,2
erHx3U-vumY,bouncing on trampoline,7,17,7,15.24,9
gk3TczI8nV8,bouncing on trampoline,18,28,18,28,12
gymLHNWWAqg,bouncing on trampoline,102,112,102,112,12
hBMIq-JzPdI,bouncing on trampoline,33,43,33,42.860936,11
h23NfXpelMA,bouncing on trampoline,2,12,3.25,8.733333,7
iDe2WdIY8tc,bouncing on trampoline,129,139,129,139,6
iUGDlrMDonk,bouncing on trampoline,88,98,93.038372,97.976643,6
iUGDlrMDonk,bouncing on trampoline,88,98,88,90.168836,3
iYw8jpr_Bsc,bouncing on trampoline,224,234,224,229.36,6
jMbYZbW_qHI,bouncing on trampoline,123,133,123,124.88,3
jMbYZbW_qHI,bouncing on trampoline,123,133,127.12,133,10
jroaLDzaAnc,bouncing on trampoline,179,189,179,185.256257,2
km8D1oLIyKg,bouncing on trampoline,0,10,0,10,11
k3RQEXLtwdQ,bouncing on trampoline,186,196,186,187.901902,2
lHMpUBZ0ycY,bouncing on trampoline,63,73,65.602582,69.996552,6
l4Z6LkdDoKE,bouncing on trampoline,0,10,0,4.6,5
l8tT-NvDHNU,bouncing on trampoline,35,45,35,37.58592,2
l8tT-NvDHNU,bouncing on trampoline,35,45,37.836169,44.976643,6
mmExEQ88fEo,bouncing on trampoline,0,10,0.033367,4.637971,5
pAToE-M3Too,bouncing on trampoline,30,40,34.333333,36.3,2
porHzaZgm2o,bouncing on trampoline,15,25,19.437771,24.976643,6
qT6AasqD75Y,bouncing on trampoline,381,391,381,385.727943,6
rHI5Lx3PerQ,bouncing on trampoline,235,245,235,237.533333,3
rHI5Lx3PerQ,bouncing on trampoline,235,245,240.233333,245,5
rNIyyT4_x3w,bouncing on trampoline,112,122,118.806807,121.075742,5
sSYqyoMYcQw,bouncing on trampoline,12,22,15.375,22,15
sp0nDoUydmA,bouncing on trampoline,6,16,6,16,3
tHOAJA8QWGc,bouncing on trampoline,18,28,26,28,2
ukDzEo-V0Eg,bouncing on trampoline,38,48,38,41.214286,3
0-ZTHLSo_iI,bouncing on trampoline,66,76,66,76,10
1I9ddotblIw,bouncing on trampoline,0,10,0.066667,10,2
2ECQLcJoQl0,bouncing on trampoline,0,10,3.52,5.28,2
2ECQLcJoQl0,bouncing on trampoline,0,10,5.6,10,4
3hLFNkW7TP8,bouncing on trampoline,3,13,3,13,13
4geL0QwRBz0,bouncing on trampoline,29,39,31.733333,34.733333,3
4owAXZOxZ1Y,bouncing on trampoline,27,37,27,33.7,8
5DinV-1M4iQ,bouncing on trampoline,4,14,5.433333,11.633333,2
5Qv536X_PR0,bouncing on trampoline,45,55,45,46.801802,2
5Qv536X_PR0,bouncing on trampoline,45,55,51.439773,54.976643,5
6GT4tKfVQQ4,bouncing on trampoline,217,227,217,227,10
7im0r6Rf37Y,bouncing on trampoline,17,27,24.566667,27,2
7wxNfFDjBso,bouncing on trampoline,7,17,7,17,12
8HX_DZab5As,bouncing on trampoline,124,134,124,131.835162,9
8x9rty5TpC8,bouncing on trampoline,25,35,30.405405,34.943277,5
9Fg_DQe_FYg,bouncing on trampoline,45,55,45,47.8,5
9Fg_DQe_FYg,bouncing on trampoline,45,55,48.9,51.1,3
9pxyENhJmQ8,bouncing on trampoline,10,20,10,17.166667,11
#NAME?,bouncing on trampoline,1,11,1,10.985879,10
_Qy6xCvpdjI,bouncing on trampoline,83,93,83,90.733333,8
ARwQDWsSlaU,clapping,16,26,21.4,25.333333,13
D9-sgFDmlyo,clapping,19,29,19,20.167835,3
Fs8reB-9Md8,clapping,13,23,14.368035,17.471138,9
GIuYbj-dHs4,clapping,17,27,19.466667,20.933333,4
HWUgGm8xdjE,clapping,5,15,5.333333,10.866667,11
KAvPlPdeZdI,clapping,66,76,67.166667,71.5,9
KdaGKZCNJ34,clapping,46,56,46.2,46.8,3
Lh5LkCnRDRM,clapping,0,10,0.133333,2.3,6
M5mlswuhKfg,clapping,6,16,12.041667,13.166667,4
Nyei_vA2ZI4,clapping,7,17,7.2,10.9,9
OIlDf5yZiPI,clapping,21,31,21.533333,22.866667,4
O5rzQ52_BY4,clapping,39,49,48.428464,48.874173,2
PLL7PrkgRS8,clapping,85,95,87.48,87.92,2
PLL7PrkgRS8,clapping,85,95,90.28,90.84,2
PLL7PrkgRS8,clapping,85,95,91.6,92.68,4
Qs8FUeqpyLc,clapping,15,25,17.414001,18.534787,4
Rd4R5XURJow,clapping,19,29,19,28.743076,16
Rlue6Tj4ADo,clapping,7,17,7.747867,8.325764,2
Rlue6Tj4ADo,clapping,7,17,9.58354,11.861135,5
Rlue6Tj4ADo,clapping,7,17,15.09056,16.38233,3
STSlc05O4Zs,clapping,0,10,1.133333,4.1,9
STSlc05O4Zs,clapping,0,10,9.533333,9.866667,2
SijOudfgMuc,clapping,3,13,3,5.24,7
SijOudfgMuc,clapping,3,13,5.8,10.64,15
SijOudfgMuc,clapping,3,13,11.24,13,6
SnJFVDfNxrQ,clapping,11,21,16.666667,17.233333,2
SnJFVDfNxrQ,waving hand,10,20,15.666667,16.233333,2
Tig-JlMdNss,clapping,61,71,65.921588,70.943277,12
VobCS5xBk5I,clapping,0,10,6.2,7.64,4
VobCS5xBk5I,clapping,0,10,8.6,10,4
Wi8jk-lxTHg,applauding,25,35,25.833333,26.833333,5
Wi8jk-lxTHg,clapping,13,23,13.833333,14.833333,5
aGhMTBV1r2o,clapping,0,10,1.566667,1.766667,2
cgG7uTIe4z4,clapping,1,11,10.142476,10.976643,3
c8gT_2EY--Q,clapping,12,22,17.939273,20.775442,6
e2M9ro22feI,clapping,0,10,0.066733,0.533867,2
e2M9ro22feI,clapping,0,10,2.202202,2.569236,2
e2M9ro22feI,clapping,0,10,4.804805,9.376043,2
fmjbHBm5jYM,clapping,138,148,140.68,147.64,5
ggKCAtUkE1I,clapping,7,17,16.066667,17,2
h11nI-9JZOA,clapping,3,13,3.88,4.84,3
ibzH823I2pk,clapping,0,10,9.533333,10,2
i9a1Gq5V7QU,clapping,30,40,35.033333,36.233333,4
jgrg1Yy61OA,clapping,55,65,57.8,61.416666,9
jgrg1Yy61OA,clapping,55,65,62.133333,62.833333,3
jgrg1Yy61OA,clapping,55,65,63.466667,64.233333,3
la-lY85UuIs,clapping,0,10,0.375,4.166667,9
la-lY85UuIs,clapping,0,10,5.25,6.083333,3
loIuNS5fFGI,clapping,37,47,39.766667,40.766667,4
nQIqCCb6jgA,clapping,40,50,45.81736,46.863648,3
obylpFivg5U,clapping,12,22,12,13.221261,4
qasyHv3cuM8,clapping,20,30,20,21.868535,4
qasyHv3cuM8,clapping,20,30,25.705706,26.506507,2
qasyHv3cuM8,clapping,20,30,27.407407,28.274942,2
rDGxubUaFWk,clapping,1,11,3.933333,4.733333,3
rg7WAqDseRo,applauding,4,14,10.461396,12.373442,5
rg7WAqDseRo,clapping,5,15,11.461396,13.373442,5
rn16ZJntZ5I,clapping,0,10,8.403361,9.983193,6
r38Zd6vAl4Y,clapping,122,132,122.233981,124.573787,14
sazNP47MOV4,clapping,5,15,5,6.007007,2
sazNP47MOV4,clapping,5,15,11.41967,14.692443,8
sejhBZ9QWlc,clapping,16,26,20.75,22.75,4
s-rrlawBwSA,clapping,46,56,46,46.600601,2
s-rrlawBwSA,clapping,46,56,51.305305,52.439773,3
tNIlHM6TsDU,clapping,24,34,29.266667,33.166667,10
t8sqcQD6pyM,clapping,18,28,23.666667,24.366667,2
vJ4jk3-33eo,clapping,48,58,48.4,50.2,3
vJ4jk3-33eo,clapping,48,58,51.833333,54.533333,6
vN1JxANg17Q,clapping,37,47,37,38.466667,8
vN1JxANg17Q,clapping,37,47,40.433333,45.033333,3
vbCTBorLRrE,clapping,1,11,1.233333,2,3
vtf4ANF1wJ0,clapping,2,12,8,9.566667,4
wDKpby9XJZM,clapping,0,10,1.133333,3.933333,7
waK4vXTVRa8,clapping,86,96,86.433333,87.533333,2
xV7vLlAYDpc,clapping,21,31,21.466667,24.8,10
xV7vLlAYDpc,clapping,21,31,25.8,26.633333,3
x27_ay1e28k,clapping,72,82,76.904905,77.338672,2
yITsaFYFAWI,clapping,6,16,6.5,12.233333,10
4-UuddSlnck,clapping,22,32,23.468135,23.968635,2
4-UuddSlnck,clapping,22,32,29.040374,31.976643,8
5jj11JBmDkM,clapping,0,10,2.9,4.333333,4
5jj11JBmDkM,clapping,0,10,5.066667,5.733333,2
6MJChLP7u98,clapping,4,14,5.733333,6.133333,2
6MJChLP7u98,clapping,4,14,8.466667,11.066667,6
7JpG9UacOtc,clapping,2,12,2,3.3,3
7JpG9UacOtc,clapping,2,12,6.033333,12,17
#NAME?,clapping,5,15,5,8.069736,7
#NAME?,clapping,5,15,12.907908,13.408408,2
_a30VHk7KAo,clapping,40,50,40.205142,40.95733,3
_a30VHk7KAo,clapping,40,50,44.649891,45.675602,5
Ad5h19jwZr0,crawling baby,3,13,3,11.987781,5
A7LIbQWBI9Q,crawling baby,49,59,49,57.033333,2
BYSw3-O_zLo,crawling baby,22,32,23.15,32,4
B9E7LUDwpb8,crawling baby,17,27,17,21.738071,2
CphTEYa4Rj4,crawling baby,1,11,1,9.7,5
DX23Aawi8Yk,crawling baby,80,90,87.240574,89.976643,2
DsloCRNWeZs,crawling baby,5,15,5,14.3,4
D9PFhf5jsYU,crawling baby,1,11,4.666667,7.4,3
D9PFhf5jsYU,crawling baby,1,11,9.533333,11,3
ElIU0zQ2vf0,crawling baby,35,45,35.833333,39.166667,3
E2WnyptN8cU,crawling baby,17,27,18.233333,23.133333,3
FfeF4gGyhG8,crawling baby,42,52,42,52,4
GSAiIJghL8o,crawling baby,24,34,26.802803,31.07374,4
H1X2rudLL50,crawling baby,4,14,4,9.32,4
IJd9JDACSNw,crawling baby,3,13,3,8.655172,4
Ip01ESTESUo,crawling baby,120,130,120.68,125.68,2
IyZZT74DbFs,crawling baby,4,14,6.166667,9.3,2
JPCtGTvJxVk,crawling baby,0,10,0,10,5
KJp_SpYAvN0,crawling baby,60,70,60,63.466667,2
K6yeQFDypqM,crawling baby,21,31,23.4,31,4
LX3TuZ2tE2U,crawling baby,4,14,4,10.566667,7
LX3TuZ2tE2U,crawling baby,4,14,12.7,13.933333,2
LjixR_rjxLc,crawling baby,46,56,46,55.976643,5
Ml26xsFoAzA,crawling baby,27,37,27,29.933333,2
OiEvl_d5u9s,crawling baby,10,20,15.338672,18.174842,2
OrJvsHWnEEo,crawling baby,32,42,32.936894,39.294385,4
O1hW4gowt3M,crawling baby,59,69,59,69,5
PsjxW3IBrQ4,crawling baby,16,26,16,19.679391,2
QDriLGZ5m0Q,crawling baby,1,11,3.880115,10.840394,2
QnLf7XvC7Fs,crawling baby,10,20,16.666667,18.666667,2
SZuT2RHoX68,crawling baby,3,13,3,9.833333,4
Sv9Yh2yTLjE,crawling baby,122,132,122,125.303303,2
VivaMWDUQ5M,crawling baby,70,80,70,77.928571,2
Y8xvQtzPSEo,crawling baby,64,74,64,68.352601,5
aZKlpciobm4,crawling baby,3,13,4.037037,9.320988,3
bh3Y5k9LQXs,crawling baby,16,26,16,18.84,2
cZSRpZCKf-o,crawling baby,46,56,46.5,54.85,2
cb1AUKqrKYM,crawling baby,15,25,22.261941,24.818963,3
ctZE7i-EBRc,crawling baby,6,16,6,9.2,2
ctZE7i-EBRc,crawling baby,6,16,11.6,16,2
dFDZmx2qJPQ,crawling baby,5,15,5,15,5
dMln92A3Quc,crawling baby,63,73,64.233333,73,2
dbgiRp2tgPg,crawling baby,37,47,37,41.76,3
eZEfzS0ChiU,crawling baby,2,12,2,7,3
e72LjKSDQMc,crawling baby,34,44,34,42,4
e_K8SDB_2nM,crawling baby,8,18,10.375,15.208333,3
fU9VL4XX4Xc,crawling baby,34,44,37.9,43.2,3
gkgRLTfW2Cw,crawling baby,101,111,103.64,108.76,4
gwS_jRFhtyU,crawling baby,0,10,0,10,4
hLrNk4PNUWY,crawling baby,5,15,5.467134,14.175843,4
hPWH0hpFI50,crawling baby,124,134,131.490825,133.943277,2
hSwEYAiVXWg,crawling baby,31,41,31,38.657658,3
hUZbENfFa6o,crawling baby,17,27,20.733333,22.533333,2
iCu-jfigOIs,crawling baby,3,13,4.25,6.166667,2
jZNa_K9NFR8,crawling baby,7,17,9.428571,13.857143,4
jcgDRDIpvoA,crawling baby,69,79,72.066667,79,9
j0JM25le-tQ,crawling baby,1,11,1.4,8.7,6
kqIisP4waS4,crawling baby,3,13,7.1,13,3
leqtv-XzjIA,crawling baby,4,14,4,12.533333,4
le7i9ONOMRA,crawling baby,108,118,109.433333,111.6,2
l-SL0qhn-vM,crawling baby,45,55,45,54.933333,13
mmjjRWcm5tg,crawling baby,41,51,41,51,3
msHHLps-wzM,crawling baby,13,23,14.041667,19.125,4
msHHLps-wzM,crawling baby,13,23,20.583333,22.333333,2
nUScAxsvyF0,crawling baby,33,43,39.666667,43,2
njQnOvmJpH0,crawling baby,9,19,11.44,19,4
nmk3CZx-qxA,crawling baby,10,20,10,12.869536,2
oAhMsk2I4gk,crawling baby,1,11,1,5.633333,4
oAhMsk2I4gk,crawling baby,1,11,9.166667,11,2
oUWVglSzuz4,crawling baby,73,83,79.933333,83,2
pLkEWyENs_k,crawling baby,19,29,19,28.2,3
pxjdb7WqDnI,crawling baby,5,15,5,14.927466,4
qAZSDiLurZk,crawling baby,134,144,138.9,144,2
q5uLBOi6buw,crawling baby,67,77,68.166667,77,3
rid0EGRK2ns,crawling baby,9,19,14.405405,16.273941,2
rsAIW8Va7zs,crawling baby,9,19,9,18.10299,5
tv2PAYNWBZ0,crawling baby,49,59,49,58.943277,8
xsZK9wBuukI,crawling baby,1,11,3.736069,6.138472,2
0qoYYwZ2FMo,crawling baby,9,19,17.866667,19,2
01Bp7-nCijA,crawling baby,3,13,6.603604,12.976643,5
2hARJWw-LOU,crawling baby,2,12,6.938272,11.109109,2
2sjQLczRhew,crawling baby,12,22,13.835169,18.706707,2
3Jv3SNxmihk,crawling baby,3,13,7,13,3
3YRYRRJyHsA,crawling baby,118,128,118,127.976643,8
32usPGD7qLY,crawling baby,9,19,12.766667,19,3
4Ae6K8793nY,crawling baby,53,63,53,60.082248,6
4k8UVoOW77k,crawling baby,19,29,19,29,4
6WngoAtttMo,crawling baby,100,110,100,109.961992,5
6kQEfIdJk_I,crawling baby,12,22,12,15.472222,4
6kQEfIdJk_I,crawling baby,12,22,19.820928,21.978425,3
7I8J4rL-9TI,crawling baby,6,16,8.83617,15.976643,6
7ayg0JZht9U,crawling baby,44,54,44,49.505506,5
7ayg0JZht9U,moving baby,179,189,179,184.505506,5
8n588SOEjYk,crawling baby,0,10,1.866667,4.6,4
8n588SOEjYk,crawling baby,0,10,8.2,10,2
8xp5aqYslzs,crawling baby,30,40,32.2,35.6,2
9tYSBJyneDA,crawling baby,55,65,62.302075,64.91545,3
9397bFERpb0,crawling baby,0,10,3.241379,9.344828,5
#NAME?,crawling baby,42,52,44.145275,49.541984,3
#NAME?,crawling baby,24,34,24,31.5,4
#NAME?,crawling baby,46,56,46.834168,55.976643,2
ATDDJP74IC8,doing aerobics,65,75,65,75,24
Afl6gd84mSQ,doing aerobics,18,28,18,28,7
A4OUisttXyU,doing aerobics,85,95,85,94.976643,25
A9J8ltQDn2M,doing aerobics,19,29,19,28.976643,24
BFhtcfTuhgk,doing aerobics,537,547,537,547,7
BJajtOIhywk,doing aerobics,55,65,55,64.24,20
B1VRf1Ll4Cs,doing aerobics,220,230,220,230,18
CZXPdRog-4c,doing aerobics,299,309,299,308.966667,21
C1lw2n1aRLs,doing aerobics,7,17,7,16.976643,23
C9dJpJGBH6I,doing aerobics,118,128,120.48,128,18
DKcymdr1jtE,doing aerobics,48,58,48,57.976643,16
Dd2hP4wdyvA,doing aerobics,819,829,819,829,21
EEHw5t_K1Yg,doing aerobics,1137,1147,1137,1147,23
EM_ecLYZxP0,doing aerobics,18,28,18,27.976643,14
EbJzz0LiIOs,doing aerobics,112,122,112,122,24
ExytqJAxFY8,doing aerobics,175,185,175,184.979899,7
FlMnWVIyChU,doing aerobics,70,80,70,75.72,2
Fl3y9k-gbNA,doing aerobics,216,226,216,226,21
GppT9SZPnOw,doing aerobics,44,54,44,54,24
H1fG-chbwE8,doing aerobics,0,10,0.667334,9.976643,10
IaCe4XY5zqs,doing aerobics,196,206,196,206,30
I4qIQv5QyeQ,doing aerobics,98,108,98,108,7
JHaKNZ98p_Y,doing aerobics,107,117,107,117,18
JZzBMsLQ6is,doing aerobics,1372,1382,1372,1381.976643,19
J0JlTvflyjM,doing aerobics,192,202,192,202,21
KbfWjwk_NNs,doing aerobics,6,16,6,16,13
Kl4upBjKOT4,doing aerobics,35,45,35,44.981243,23
LZ8M1_YELDE,doing aerobics,153,163,153,163,8
LefVn_6yL74,doing aerobics,0,10,0,9.975962,21
L6Wx2o5xAPE,doing aerobics,23,33,23,33,12
MwoJ7PzulxE,doing aerobics,108,118,108,118,23
OcWf5uxlCoc,doing aerobics,424,434,424,430.24,11
PUvuIg7yhoc,doing aerobics,1196,1206,1196,1205.943277,22
PogBIhnUpcI,doing aerobics,58,68,58,67.943277,21
QJa9li6U3JU,doing aerobics,295,305,295,300.566667,14
Q0RohD3pWxQ,doing aerobics,73,83,73,83,24
RiF93YZ16xE,doing aerobics,571,581,571,581,22
RtvkWERgCHo,doing aerobics,3,13,4.701702,12.976643,8
TKvq6gV8D6c,doing aerobics,45,55,45,54.982729,31
TWPAfmhOBi0,doing aerobics,124,134,124,131.948701,20
TavIkmlIb2k,doing aerobics,44,54,44,50.806807,15
TavIkmlIb2k,doing aerobics,44,54,52.274942,53.976643,6
UuRwkAoHAeg,doing aerobics,578,588,578,588,13
Vdnuind_J44,doing aerobics,117,127,117,126.976643,19
VvC3LdE_JsE,doing aerobics,121,131,121,131,27
WJhNKZT_lPA,doing aerobics,340,350,340,350,14
Xb5RmCnETL0,doing aerobics,0,10,0,10,21
Xesowurc8so,doing aerobics,653,663,653,663,26
Xg6_qpk2_PM,doing aerobics,567,577,567,577,22
YDMMwrXAeQo,doing aerobics,45,55,45,54.994318,21
Y_8yiiAylK4,doing aerobics,28,38,28,37.943277,24
ZdQt8mkOS24,doing aerobics,6,16,6,9.25,6
ZdQt8mkOS24,doing aerobics,6,16,11.025,16,4
aCRWQIdzVis,doing aerobics,11,21,11,21,12
aEuMovRpBwY,doing aerobics,56,66,56,66,24
agJXUogriz0,doing aerobics,318,328,318,328,24
bVZMdZ60ZfM,doing aerobics,45,55,45,54.976643,20
bo63805EDRw,doing aerobics,11,21,11,20.976643,19
b50CUjnIARs,doing aerobics,89,99,89,99,33
b6TmGdNJA_k,doing aerobics,122,132,122,132,28
cCZuFxAvGyk,doing aerobics,855,865,855,865,20
cgc7MlWNHHg,doing aerobics,121,131,121,131,23
cpMDvqouKWE,doing aerobics,45,55,45.417084,51.047714,10
cpMDvqouKWE,doing aerobics,45,55,52.465799,54.050717,4
crTN5uCkrt8,doing aerobics,60,70,60,70,25
dAqKuS5VgOA,doing aerobics,28,38,28,38,26
dFetYd22UfI,doing aerobics,19,29,19,29,14
dMTzsjy2zsk,doing aerobics,877,887,877,886.976643,38
dZM_-3TtY3g,doing aerobics,194,204,194,203.943277,22
eoURyQLqZ7o,doing aerobics,4,14,4,14,22
e3zQhxxA7dg,doing aerobics,142,152,142,150.834553,17
fGsTTC7fpyg,doing aerobics,44,54,44,53.933333,22
fUSU3h3ZVKs,doing aerobics,46,56,46,56,21
g5tY2qJFRUU,doing aerobics,12,22,12,22,22
hdlLN_sPveA,doing aerobics,70,80,70,79.960892,25
iavx1EDFQ94,doing aerobics,19,29,19,29,22
ioD-ahOmWAI,doing aerobics,669,679,669,679,23
jpX3Bmi7ieU,doing aerobics,205,215,205,215,25
l-1DjV5qJwk,doing aerobics,49,59,49,58.971263,11
mhm0vzypDrg,doing aerobics,177,187,177,187,22
n6CkzcCjQ1Q,doing aerobics,50,60,50,60,21
oHu_zqDufK8,doing aerobics,1478,1488,1478,1488,9
ottbWgK20Ig,doing aerobics,58,68,58,67.960892,24
pgeg-4gAclM,doing aerobics,56,66,56,66,24
qgakFCSCtbM,doing aerobics,144,154,144,154,22
qpCFQzvZPdQ,doing aerobics,900,910,900,910,23
q7JMYHGpB2I,doing aerobics,22,32,22,30.108108,5
r8n055x4FyU,doing aerobics,127,137,127,136.943277,21
r-h3COEO7Ew,doing aerobics,1682,1692,1682,1691.968302,17
sW0t2_UbVDE,doing aerobics,15,25,15,24.976643,26
se5lPyo7zQM,doing aerobics,136,146,136,146,10
s3KAJFmFizk,doing aerobics,21,31,21,31,24
s_Kfn3uJcfk,doing aerobics,158,168,158,168,22
uaUr8yOJZVg,doing aerobics,18,28,18,28,18
vJ7lHh95qNg,doing aerobics,41,51,41,51,23
wcVLMwmlhKI,doing aerobics,583,593,585.627628,592.926593,10
wu69gv_FSQw,doing aerobics,35,45,35,44.7,6
w-BZt6E3wsQ,doing aerobics,0,5,0,5,11
xWft-SMRK20,doing aerobics,2207,2217,2207,2216.84,10
yDOxjKHldzU,doing aerobics,255,265,255,265,22
0OLW-m1Elys,doing aerobics,45,55,45,54.981578,22
1C5fLx3IRE4,doing aerobics,26,36,26,35.943277,7
1f6lWIFWRFI,doing aerobics,308,318,308,317.976643,11
1rfuNK1_ipk,doing aerobics,275,285,275,285,18
2byHRa3lf8k,doing aerobics,33,43,33,43,24
2mPYBYGmLug,doing aerobics,39,49,39,48.976643,33
3UjE2KW2glc,doing aerobics,20,30,20,30,24
3cdNkjr-7Nw,doing aerobics,70,80,70,79.983361,23
47vPnZT4kEc,doing aerobics,47,57,47,57,21
5PtsyM5nX8o,doing aerobics,2,12,5.503504,11.976643,20
6j3CrVQsW3A,doing aerobics,87,97,87,96.966667,26
7b9wmvZqETY,doing aerobics,27,37,27,37,26
7jEB5_BnzjE,doing aerobics,55,65,55,65,26
7zvtcoUJ6ZI,doing aerobics,228,238,228,238,23
8LLELO4XXKk,doing aerobics,13,23,13,23,26
9AUbBZCJqyE,doing aerobics,40,50,40,49.976643,22
9EBx-Rnq-vA,doing aerobics,95,105,95,105,11
9LyKoYzOwQI,doing aerobics,94,104,94,103.943277,12
9p_oX_Dg3cw,doing aerobics,115,125,115,125,23
#NAME?,doing aerobics,10,20,10,20,22
-e-3QBzpZcU,doing aerobics,31,41,31,41,21
_LzsvX5ZQls,doing aerobics,69,79,69,79,21
_SaqeVDCU4Q,doing aerobics,210,220,210,219.960892,23
_87z446O0DU,doing aerobics,1615,1625,1615,1625,12
AKz7153Ayz4,exercising arm,18,28,18,27.976643,3
APTrC7Yce1A,exercising arm,33,43,33,42.943277,6
Af_nhTbepUk,exercising arm,53,63,53,62.44,4
AszTULbxaB0,exercising arm,1,11,1,10.976643,4
A4tWEAGitpc,exercising arm,11,21,11,19.291667,2
BRmGzz8yAGc,exercising arm,7,17,7,12.472139,2
BqjVG2vCMAM,exercising arm,94,104,94,102.883884,13
BqjVG2vCMAM,exercising arm,94,104,102.967301,103.968302,2
Ci71y8BoY-w,exercising arm,316,326,316,321.839173,2
Cp0scH21m6E,exercising arm,3,13,4.348436,12.978425,4
C0cwMx-GQEg,exercising arm,105,115,110.505506,114.676343,3
C8warOmBnuc,exercising arm,1,11,1.08,11,4
D97MTFqFisk,exercising arm,69,79,69.533867,78.976643,2
Eat4ccTv250,exercising arm,61,71,61,71,3
EorIwBK8NIQ,exercising arm,10,20,13.169837,19.976643,3
EzRmVRkpF-c,exercising arm,3,13,3,12.976643,3
FADtZYbS3SA,exercising arm,0,10,0,5.59322,4
FADtZYbS3SA,exercising arm,0,10,5.728814,10,3
FDyDX2vTXYE,exercising arm,10,20,10,16.450695,7
F3jZ_3hUrWc,exercising arm,395,405,395.959923,404.959203,5
GXXICmsGMF0,exercising arm,0,10,4.04,10,3
GlWwojATv5k,exercising arm,528,538,529.001001,533.572239,4
GlWwojATv5k,exercising arm,528,538,533.772439,536.508509,3
G3ult0A6WMw,exercising arm,65,75,65,74.943277,3
G__9za6MzoU,exercising arm,55,65,55,65,6
HJqE9C9iTpg,exercising arm,16,26,16,25.133333,4
IBpTdmSeYKw,exercising arm,168,178,168,178,3
I1EgU_wD7AQ,exercising arm,31,41,31,38.833333,2
I1EgU_wD7AQ,stretching arm,32,42,32,39.833333,2
JiHaOoW05o0,exercising arm,86,96,89.803804,95.242576,2
Jn6i6-wH4WY,exercising arm,52,62,52,57.505506,4
KFtXsvAvDmM,exercising arm,120,130,120,130,2
KhWRMTaZinc,exercising arm,14,24,14,23.743076,3
LLiYL5ELL8Q,exercising arm,3,13,3,12.976643,2
LjF_Ey2YiQM,exercising arm,0,10,0,9.209209,2
MFC3rk_OId0,exercising arm,46,56,47.2,56,5
MQcV9IsOhmE,exercising arm,3,13,3,10.366667,3
M50TEF_BhcM,exercising arm,33,43,33.2002,41.541875,9
NIC3DGW1HfE,exercising arm,1,11,1,7.106106,3
NhEbIlzVc_U,exercising arm,84,94,84,87.303303,5
NhEbIlzVc_U,exercising arm,84,94,90.840174,93.976643,5
N_2aT4BrK-E,exercising arm,9,19,9,18.976643,3
Ogs6TDvMN2Q,exercising arm,1,11,3.035369,10.275943,4
PEhpLeYf3Ck,exercising arm,98,108,99.8,105.533333,5
QgtH6KMavAg,exercising arm,454,464,458.471138,463.776443,4
R05Ot51EZxU,exercising arm,10,20,10,13.979667,3
R05Ot51EZxU,exercising arm,10,20,15.334091,19.965889,4
SaemUgFoKaU,exercising arm,90,100,90,99.976643,4
TLEviNwLd0I,exercising arm,0,10,0.066667,8.833333,3
T1op3DkepxU,exercising arm,15,25,17.869536,24.476143,3
UBkYEQ-eN_w,exercising arm,34,44,38.666667,44,3
UGSwVRU_MQ4,exercising arm,450,460,450,460,3
